venue_id,venue_name,normalized_name,name_type,valid_from,valid_to,date_precision,source_basis,notes
VEN-000051,Crypto.com Arena,cryptocomarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000052,CU Events Center,cueventscenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000053,Dean Smith Center,deansmithcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000054,Dee Events Center,deeeventscenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000055,Delta Center,deltacenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000056,Desert Financial Arena,desertfinancialarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000057,Dickies Arena,dickiesarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000058,Donald L. Tucker Civic Center,donaldltuckerciviccenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000059,E.A. Diddle Arena,eadiddlearena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000060,Enterprise Center,enterprisecenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000061,ExtraMile Arena,extramilearena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000062,FedEx Forum,fedexforum,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000062,FedExForum,fedexforum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000063,Fiserv Forum,fiservforum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000064,Alligator Alley,alligatoralley,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000064,Florida Gym,floridagym,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000064,Florida Gymnasium,floridagymnasium,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000065,Footprint Center,footprintcenter,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000065,Mortgage Matchup Center,mortgagematchupcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000066,Ford Field,fordfield,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000067,Foster Auditorium,fosterauditorium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000068,Frank Erwin Center,frankerwincenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000069,Freedom Hall,freedomhall,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000070,Gainbridge Fieldhouse,gainbridgefieldhouse,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000071,Galen Center,galencenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000072,Gallagher-Iba Arena,gallagheribaarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000073,Georgia Dome,georgiadome,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000074,Golden 1 Center,golden1center,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000076,Greensboro Coliseum,greensborocoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000077,Hearnes Center,hearnescenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000078,Hec Edmundson Pavilion,hecedmundsonpavilion,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000079,Hilton Coliseum,hiltoncoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000080,Hinkle Fieldhouse,hinklefieldhouse,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000081,Hoch Auditorium,hochauditorium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000082,Honda Center,hondacenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000083,Hoosier Dome,hoosierdome,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000084,HP Field House,hpfieldhouse,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000085,Hubert H. Humphrey Metrodome,huberthhumphreymetrodome,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000086,Huff Hall,huffhall,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000087,Humphrey Coliseum,humphreycoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000088,Imperial Arena,imperialarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000089,Indiana Farmers Coliseum,indianafarmerscoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000090,INTRUST Bank Arena,intrustbankarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000090,Intrust Bank Arena,intrustbankarena,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000091,Iowa Field House,iowafieldhouse,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000092,Jefferson Hall,jeffersonhall,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000093,Jenison Fieldhouse,jenisonfieldhouse,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000094,Jenny Craig Pavilion,jennycraigpavilion,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000095,Jersey Mike's Arena,jerseymikesarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000096,Carrier Dome,carrierdome,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000096,JMA Wireless Dome,jmawirelessdome,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000097,Jon M. Huntsman Center,jonmhuntsmancenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000098,Joyce Center,joycecenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000099,Kemper Arena,kemperarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000100,Kenney Gym,kenneygym,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000101,Kenwood Armory,kenwoodarmory,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000102,KeyArena,keyarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000103,KeyBank Center,keybankcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000104,KFC Yum! Center,kfcyumcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000105,Kingdome,kingdome,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000106,Downtown YMCA,downtownymca,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000106,Knoxville YMCA Gymnasium,knoxvilleymcagymnasium,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000107,Kohl Center,kohlcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000108,Lahaina Civic Center,lahainaciviccenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000109,Legacy Arena,legacyarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000110,Lenovo Center,lenovocenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000110,PNC Arena,pncarena,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000111,Liacouras Center,liacourascenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000112,Liberty Arena,libertyarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000113,Little Caesars Arena,littlecaesarsarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000114,Little Hall,littlehall,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000115,Lawrence Joel Veterans Memorial Coliseum,lawrencejoelveteransmemorialcoliseum,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000115,LJVM Coliseum,ljvmcoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000116,Lloyd Noble Center,lloydnoblecenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000117,Long Beach Arena,longbeacharena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000118,Los Angeles Memorial Sports Arena,losangelesmemorialsportsarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000119,Lubbock Municipal Coliseum,lubbockmunicipalcoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000120,Lucas Oil Stadium,lucasoilstadium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000121,Mabee Center,mabeecenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000122,Mackey Arena,mackeyarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000123,Madison Square Garden,madisonsquaregarden,PROJECT_DISPLAY,1925,1968,YEAR,National Park Service: Madison Square Garden III operated 1925-1968.,
VEN-000124,Madison Square Garden,madisonsquaregarden,PROJECT_DISPLAY,1968-02-11,,EXACT_START,New York Rangers official arena history: current Madison Square Garden opened 1968-02-11.,
VEN-000125,Market Square Arena,marketsquarearena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000126,McArthur Court,mcarthurcourt,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000127,McKale Center,mckalecenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000127,McKale Memorial Center,mckalememorialcenter,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000128,McNichols Sports Arena,mcnicholssportsarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000129,Memorial Coliseum,memorialcoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000130,Memorial Gymnasium,memorialgymnasium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000131,Memphis Pyramid,memphispyramid,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000132,Men's Gymnasium / Field House,mensgymnasiumfieldhouse,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000133,MGM Grand Garden Arena,mgmgrandgardenarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000134,Miami Arena,miamiarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000135,Michelob ULTRA Arena,michelobultraarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000136,Mid-South Coliseum,midsouthcoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000137,Mizzou Arena,mizzouarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000138,Moda Center,modacenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000139,Mohegan Sun Arena,mohegansunarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000140,Moody Center,moodycenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000141,Moody Coliseum,moodycoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000142,Mullett Arena,mullettarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000143,Municipal Auditorium,municipalauditorium,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000144,Murphy Center,murphycenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000145,MVP Arena,mvparena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000146,Myriad Convention Center,myriadconventioncenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000147,Nassau Coliseum,nassaucoliseum,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000148,Nationwide Arena,nationwidearena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000149,Neal S. Blaisdell Center,nealsblaisdellcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000150,Auburn Arena,auburnarena,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000150,Neville Arena,nevillearena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000151,New Gymnasium,newgymnasium,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000151,The New Gym,thenewgym,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000152,Numerica Veterans Arena,numericaveteransarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000152,Spokane Veterans Memorial Arena,spokaneveteransmemorialarena,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000153,Oakland Coliseum Arena,oaklandcoliseumarena,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000154,Exactech Arena,exactecharena,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000154,Exactech Arena at the Stephen C. O’Connell Center,exactecharenaatthestephencoconnellcenter,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000154,O Connell Center,oconnellcenter,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000154,O'Connell Center,oconnellcenter,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000154,Oconnell Center,oconnellcenter,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000154,O’Connell Center,oconnellcenter,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000154,Stephen C. O’Connell Center,stephencoconnellcenter,HISTORICAL_OR_ALIAS,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
VEN-000155,Old Gym,oldgym,PROJECT_DISPLAY,,,,Migration seed from existing curated school venue registries and/or owner-completed NCAA archival site audit.,
